domain	kingdom	phylum	class	order	family	genus	species	sub_species	FullScientificName
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaenula 	balaenopsis 	 	Balaenula balaenopsis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaenula 	balaenopsis 	 	Balaenula balaenopsis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaenula 	balaenopsis 	 	Balaenula balaenopsis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaenula 	balaenopsis 	 	Balaenula balaenopsis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Eubalaena 	ianitrix 	 	Eubalaena ianitrix
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	 	 	 	Balaenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	 	 	 	Balaenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Mysticeti Flower, 1864"	Balaenidae 	Balaena 	primigenia 	 	Balaena primigenia
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Procreodi Matthew, 1915"	Arctocyonidae 	Landenodon 	luciani 	 	Landenodon luciani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Creodonta 	 	 	 	Creodonta
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Hyaenodontidae 	Galecyon 	morloi 	 	Galecyon morloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Creodonta 	 	 	 	Creodonta
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Hyaenodontidae 	Prototomus 	minimus 	 	Prototomus minimus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Castoridae 	Castor 	fiber 	 	Castor fiber
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Ursidae 	Ursus 	spelaeus 	 	Ursus spelaeus
